accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
PP659075.1	A/South Africa/A_South-Africa-PERCH_002_2011/2011	H3N2	2011-09-03	Homo sapiens		South Africa	Africa		1701
CY161552.1	A/Peru/PER161/2011	H3N2	2011-09-06	Homo sapiens		Peru: Cusco	South America		1731
CY124441.1	A/Singapore/TT584/2011	H3N2	2011-09-08	Homo sapiens		Singapore	Asia	C1 passage(s)	1753
PP659076.1	A/South Africa/A_South-Africa-PERCH_003_2011/2011	H3N2	2011-09-11	Homo sapiens		South Africa	Africa		1701
CY162392.1	A/Peru/PER269/2011	H3N2	2011-09-15	Homo sapiens		Peru: Cusco	South America		1731
PP659077.1	A/South Africa/A_South-Africa-PERCH_004_2011/2011	H3N2	2011-09-20	Homo sapiens		South Africa	Africa		1701
PP659078.1	A/South Africa/A_South-Africa-PERCH_005_2011/2011	H3N2	2011-10-03	Homo sapiens		South Africa	Africa		1701
CY161744.1	A/Peru/PER185/2011	H3N2	2011-10-05	Homo sapiens		Peru: Madre de Dios	South America		1731
OP623054.1	A/Bangkok/FLU-PMKA1686/2011	H3N2	2011-10-07	Homo sapiens		Thailand: Bangkok	Asia		1701
CY160552.1	A/Peru/PER034/2011	H3N2	2011-10-12	Homo sapiens		Peru: Madre de Dios	South America		1731
KR701391.1	A/swine/Italy/245982/2011	H3N2	2011-10-12	Sus scrofa		Italy	Europe		1701
KX979458.1	A/Eurasian teal/Netherlands/1/2011	H3N8	2011-10-15	Anas crecca		Netherlands	Europe		1765
CY162816.1	A/Peru/PER324/2011	H3N2	2011-10-20	Homo sapiens		Peru: Cusco	South America		1731
JN992750.1	A/Indiana/10/2011	H3N2	2011-10-22	Homo sapiens		USA	North America		1701
CY163360.1	A/Peru/PER395/2011	H3N2	2011-10-24	Homo sapiens		Peru: Lima	South America		1731
KR701257.1	A/swine/Netherlands/Vragender-503/2011	H3N2	2011-11-10	Sus scrofa		Netherlands	Europe		1701
PP659044.1	A/Gambia/A_Gambia-PERCH_003_2011/2011	H3N2	2011-11-14	Homo sapiens		Gambia	Africa		1701
JQ070776.1	A/Iowa/09/2011	H3N2	2011-11-14	Homo sapiens		USA	North America		1701
KR701241.1	A/swine/Belgium/Moorslede-515/2011	H3N2	2011-11-14	Sus scrofa		Belgium	Europe		1701
CY160808.1	A/Peru/PER066/2011	H3N2	2011-11-15	Homo sapiens		Peru: Madre de Dios	South America		1737
PP659063.1	A/Kenya/A_Kenya-PERCH_008_2011/2011	H3N2	2011-11-25	Homo sapiens		Kenya	Africa		1701
KR701209.1	A/swine/Netherlands/Roosendaal-571/2011	H3N2	2011-12-09	Sus scrofa		Netherlands	Europe		1701
KT889257.1	A/Budapest/1514A07804502N/2011	H3N2	2011-12-12	Homo sapiens		Hungary: Budapest	Europe		1701
KC893019.1	A/South Carolina/08/2011	H3N2	2011-12-19	Homo sapiens		USA	North America		1701
JX657765.1	A/swine/Illinois/A01240575/2011	H3N2	2011-12-20	Sus scrofa		USA: Illinois	North America		1701
KM069558.1	A/Singapore/S2012.014/2012	H3N2	2012-01-05	Homo sapiens		Singapore	Asia		1762
CY250833.1	A/Brisbane/1/2012	H3N2	2012-01-06	Homo sapiens		Australia: Brisbane	Oceania		1737
CY110776.1	A/Vladivostok/99/2012	H3N2	2012-01-23	Homo sapiens		Russia	Europe	MDCK2 passage(s)	1701
KT889129.1	A/Japan/17/2012	H3N2	2012-01-31	Homo sapiens		Japan	Asia		1701
CY114533.1	A/Petrozavodsk/RII01/2012	H3N2	2012-02-02	Homo sapiens		Russia: Petrozavodsk	Europe	C2 passage(s)	1751
CY250857.1	A/Brisbane/14/2012	H3N2	2012-02-06	Homo sapiens		Australia: Brisbane	Oceania		1737
MK362841.1	A/swine/Coesfeld/14741-1/2012	H3N2	2012-02-10	Sus scrofa		Germany: Coesfeld	Europe		1765
MK362865.1	A/swine/Ruethen/14808/2012	H3N2	2012-02-13	Sus scrofa		Germany: Ruethen	Europe		1765
JX978734.1	A/Saint Petersburg/RII09/2012	H3N2	2012-02-14	Homo sapiens		Russia: Saint Petersburg	Europe		1735
KC488809.1	A/Ekaterinburg/RII3/2012	H3N2	2012-02-29	Homo sapiens		Russia: Ekaterinburg	Europe		1732
KC892632.1	A/Texas/28/2012	H3N2	2012-03-02	Homo sapiens		USA	North America		1701
KC471449.1	A/swine/Korea/CY03-14/2012	H3N2	2012-03-06	Sus scrofa		South Korea	Asia		1701
JX978752.1	A/Omsk/RII06/2012	H3N2	2012-03-15	Homo sapiens		Russia: Omsk	Europe		1717
CY162152.1	A/Peru/PER236/2012	H3N2	2012-03-17	Homo sapiens		Peru: Tumbes	South America		1731
KT889234.1	A/Moscow/1514A00505153N/2012	H3N2	2012-03-23	Homo sapiens		Russia: Moscow	Europe		1701
KM028471.1	A/swine/Guangxi/650/2012	H3N2	2012-03-25	Sus scrofa		China	Asia		1701
KX815377.1	A/equine/Uruguay/E1918-1/2012	H3N8	2012-03-29	Equus caballus		Uruguay	South America		1698
KC488823.1	A/Saint Petersburg/RII53/2012	H3N2	2012-04-09	Homo sapiens		Russia: Saint Petersburg	Europe		1732
CY160276.1	A/Peru/PER249/2012	H3N2	2012-04-11	Homo sapiens		Peru: Tumbes	South America		1737
JX913067.1	A/Czech Republic/114/2012	H3N2	2012-04-20	Homo sapiens		Czech Republic: Prague	Europe		1728
CY250929.1	A/Victoria/7/2012	H3N2	2012-05-16	Homo sapiens		Australia: Victoria	Oceania		1731
CY251247.1	A/Sydney/205/2012	H3N2	2012-05-28	Homo sapiens		Australia: Sydney	Oceania		1737
PP659080.1	A/South Africa/A_South-Africa-PERCH_007_2012/2012	H3N2	2012-06-12	Homo sapiens		South Africa	Africa		1701
KJ943729.1	A/Santiago/p4d1/2012	H3N2	2012-06-18	Homo sapiens		Chile: Quinta normal	South America		1731
CY250961.1	A/Tasmania/7/2012	H3N2	2012-06-19	Homo sapiens		Australia: Tasmania	Oceania		1737
KJ943138.1	A/Santiago/p5d0/2012	H3N2	2012-06-20	Homo sapiens		Chile: Santiago	South America		1731
KJ943146.1	A/Santiago/p5d1/2012	H3N2	2012-06-21	Homo sapiens		Chile: Santiago	South America		1731
KJ942911.1	A/Santiago/p5d2/2012	H3N2	2012-06-22	Homo sapiens		Chile: Santiago	South America		1731
KJ943581.1	A/Santiago/p9d3/2012	H3N2	2012-06-25	Homo sapiens		Chile: Puente Alto	South America		1734
CY250977.1	A/South Australia/54/2012	H3N2	2012-06-26	Homo sapiens		Australia: South Australia	Oceania		1737
CY251359.1	A/Perth/153/2012	H3N2	2012-07-02	Homo sapiens		Australia: Perth	Oceania		1737
PP659082.1	A/South Africa/A_South-Africa-PERCH_009_2012/2012	H3N2	2012-07-02	Homo sapiens		South Africa	Africa		1701
CY251049.1	A/South Australia/109/2012	H3N2	2012-07-05	Homo sapiens		Australia: South Australia	Oceania		1737
PP659103.1	A/Zambia/A_Zambia-PERCH_009_2012/2012	H3N2	2012-07-05	Homo sapiens		Zambia	Africa		1701
KR870303.1	A/swine/Chile/9313892/2012	H3N2	2012-07-10	Sus scrofa		Chile	South America		1698
KM208522.1	A/Hangzhou/A289/2012	H3N2	2012-07-13	Homo sapiens		China: Hangzhou	Asia		1701
KX815370.1	A/equine/Argentina/E2397-2/2012	H3N8	2012-07-13	Equus caballus		Argentina	South America		1698
CY251103.1	A/Sydney/1001/2012	H3N2	2012-07-16	Homo sapiens		Australia: Sydney	Oceania		1732
KJ943018.1	A/Santiago/op3d1/2012	H3N2	2012-07-24	Homo sapiens		Chile: Santiago	South America		1731
CY251183.1	A/Victoria/148/2012	H3N2	2012-07-25	Homo sapiens		Australia: Victoria	Oceania		1737
KF612192.1	A/Santa Cruz/1391/2012	H3N2	2012-08-07	Homo sapiens		Bolivia: Santa Cruz De La Sierra; CENETROP	South America		1762
CY205147.1	A/mallard/Maryland/12OS1538/2012	H3N6	2012-08-10	Anas platyrhynchos		USA: Maryland	North America	Egg1 passage(s)	1722
CY251279.1	A/South Australia/133/2012	H3N2	2012-08-20	Homo sapiens		Australia: South Australia	Oceania		1732
KM029743.1	A/swine/Guangdong/NS2883/2012	H3N2	2012-08-23	Sus scrofa		China	Asia		1701
MF194106.1	A/swine/Iowa/MT_12_07_4288/2012	H3N2	2012-08-31	Sus scrofa		USA: Iowa	North America		1762
ON850127.1	A/swine/Hong Kong/3390/2012	H3N2	2012-09-20	Sus scrofa		Hong Kong	Asia		1701
ON850135.1	A/swine/Hong Kong/3433/2012	H3N2	2012-09-20	Sus scrofa		Hong Kong	Asia		1701
PP659105.1	A/Zambia/A_Zambia-PERCH_012_2012/2012	H3N2	2012-09-28	Homo sapiens		Zambia	Africa		1701
MT773386.1	A/duck/Moscow/4788/2012	H3N8	2012-10	Anas platyrhynchos		Russia: Moscow	Europe		1725
KX979517.1	A/mallard duck/Netherlands/13/2012	H3N8	2012-10-01	Anas platyrhynchos		Netherlands	Europe		1764
KF790184.1	A/Alaska/23/2012	H3N2	2012-10-05	Homo sapiens		USA	North America		1701
CY251367.1	A/South Australia/160/2012	H3N2	2012-10-07	Homo sapiens		Australia: South Australia	Oceania		1737
KM069573.1	A/Singapore/H2012.779/2012	H3N2	2012-10-11	Homo sapiens		Singapore	Asia		1762
CY182217.1	A/Nicaragua/AGA2-94/2012	H3N2	2012-10-17	Homo sapiens		Nicaragua	North America		1728
KC310688.1	A/swine/Indiana/A01260048/2012	H3N2	2012-10-17	Sus scrofa		USA: Indiana	North America		1701
PP659055.1	A/Gambia/A_Gambia-PERCH_015_2012/2012	H3N2	2012-10-27	Homo sapiens		Gambia	Africa		1701
PP659054.1	A/Gambia/A_Gambia-PERCH_014_2012/2012	H3N2	2012-10-29	Homo sapiens		Gambia	Africa		1701
PP659049.1	A/Gambia/A_Gambia-PERCH_009_2012/2012	H3N2	2012-10-30	Homo sapiens		Gambia	Africa		1701
PP659048.1	A/Gambia/A_Gambia-PERCH_008_2012/2012	H3N2	2012-11-08	Homo sapiens		Gambia	Africa		1701
MN250889.1	A/MUWRP-Uganda/362/2012	H3N2	2012-11-10	Homo sapiens		Uganda	Africa		1762
PP659046.1	A/Gambia/A_Gambia-PERCH_006_2012/2012	H3N2	2012-11-12	Homo sapiens		Gambia	Africa		1701
PP659056.1	A/Gambia/A_Gambia-PERCH_016_2012/2012	H3N2	2012-11-12	Homo sapiens		Gambia	Africa		1701
KF451877.1	A/Kenya/250/2012	H3N2	2012-11-12	Homo sapiens		Kenya	Africa		1757
CY194429.1	A/swine/Manitoba/D0179/2012	H3N2	2012-12-06	Sus scrofa		Canada: Manitoba	North America	MDCK2 passage(s)	1701
KF952362.1	A/Delhi/9971/2012	H3N2	2012-12-07	Homo sapiens		India: New Delhi	Asia		1727
CY141199.1	A/Florida/3184/2012	H3N2	2012-12-13	Homo sapiens		USA: FL	North America	PMK1 passage(s)	1701
KF789927.1	A/California/49/2012	H3N2	2012-12-18	Homo sapiens		USA	North America		1701
MK970096.1	A/Maryland/31_19D/2012	H3N2	2012-12-19	Homo sapiens		USA: Maryland	North America		1737
CY168671.1	A/Boston/YGA_01022/2012	H3N2	2012-12-22	Homo sapiens		USA: Boston, MA	North America	P0 passage(s)	1737
KP335904.1	A/Thailand/CU-B7367/2012	H3N2	2012-12-22	Homo sapiens		Thailand	Asia		1701
LC090982.1	A/Tokyo/51-70/2012	H3N2	2012-12-27	Homo sapiens		Japan:Tokyo	Asia	MDCK cells	1762
KF790394.1	A/New York/61/2012	H3N2	2012-12-31	Homo sapiens		USA	North America		1701
KF789701.1	A/Delaware/01/2013	H3N2	2013-01-03	Homo sapiens		USA	North America		1701
KM244537.1	A/Mississippi/6/2013	H3N2	2013-01-04	Homo sapiens		USA	North America		1720
CY170639.1	A/Santa Clara/YGA_03025/2013	H3N2	2013-01-08	Homo sapiens		USA: Santa Clara, CA	North America	P0 passage(s)	1737
CY148700.1	A/Boston/DOA2-149/2013	H3N2	2013-01-09	Homo sapiens		USA: Boston, MA	North America		1737
LC090987.1	A/Ishikawa/91-262v/2013	H3N2	2013-01-15	Homo sapiens		Japan:Ishikawa	Asia	MDCK cells	1762
LC091012.1	A/Hyogo/84-369/2013	H3N2	2013-01-18	Homo sapiens		Japan:Hyogo	Asia	MDCK cells	1762
KT844398.1	A/Texas/22/2013	H3N2	2013-01-19	Homo sapiens		USA	North America		1701
KJ734742.1	A/Ontario/C0587-4/2013	H3N2	2013-01-20	Homo sapiens		Canada: Ontario	North America		1701
KF451885.1	A/Kenya/258/2013	H3N2	2013-01-21	Homo sapiens		Kenya	Africa		1757
CY170911.1	A/Santa Clara/YGA_03063/2013	H3N2	2013-01-21	Homo sapiens		USA: Santa Clara, CA	North America	P0 passage(s)	1737
CY186019.1	A/Houston/JMM_149/2013	H3N2	2013-01-22	Homo sapiens		USA: Houston, TX	North America	P0 passage(s)	1737
KF451884.1	A/Kenya/257/2013	H3N2	2013-01-23	Homo sapiens		Kenya	Africa		1757
KC999476.1	A/Tunisia/2635/2013	H3N2	2013-01-29	Homo sapiens		Tunisia	Africa		1701
MK362913.1	A/swine/Lohne/17104/2013	H3N2	2013-01-29	Sus scrofa		Germany: Lohne	Europe		1765
MK969776.1	A/Maryland/113_5D/2013	H3N2	2013-01-30	Homo sapiens		USA: Maryland	North America		1731
CY186091.1	A/Houston/JMM_158/2013	H3N2	2013-02-01	Homo sapiens		USA: Houston, TX	North America	P0 passage(s)	1737
OP615029.1	A/Kamphaeng Phet/FLU-KPPH-00292/2013	H3N2	2013-02-04	Homo sapiens		Thailand: Kamphaeng Phet	Asia		1701
KT889259.1	A/Budapest/1514A07805832T/2013	H3N2	2013-02-06	Homo sapiens		Hungary: Budapest	Europe		1701
KC999477.1	A/Tunisia/1987/2013	H3N2	2013-02-06	Homo sapiens		Tunisia	Africa		1701
KF451881.1	A/Kenya/254/2013	H3N2	2013-02-13	Homo sapiens		Kenya	Africa		1748
KF952368.1	A/Delhi/1183/2013	H3N2	2013-02-16	Homo sapiens		India: New Delhi	Asia		1727
KF451880.1	A/Kenya/253/2013	H3N2	2013-02-18	Homo sapiens		Kenya	Africa		1757
KF805648.1	A/Helsinki/798/2013	H3N2	2013-02-20	Homo sapiens		Finland: Helsinki	Europe		1718
CY147294.1	A/Korea/3402/2013	H3N2	2013-02-20	Homo sapiens		South Korea	Asia	PMK1 passage(s)	1701
KF142477.1	A/Mato Grosso do Sul/13986/2013	H3N2	2013-03-05	Homo sapiens		Brazil	South America		1701
KY926033.1	A/Porto Alegre/LACENRS-275/2013	H3N2	2013-03-28	Homo sapiens		Brazil	South America		1762
KU529244.1	A/Singapore/H2013.238/2013	H3N2	2013-03-28	Homo sapiens		Singapore	Asia		1762
MK362969.1	A/swine/Bunnik/17685/2013	H3N2	2013-04-15	Sus scrofa		Netherlands: Bunnik	Europe		1765
KR863449.1	A/swine/Argentina/CIP051-C07-D2P1/2013	H3N2	2013-04-22	Sus scrofa		Argentina: San Andres de Giles, Buenos Aires	South America		1721
KR863464.1	A/swine/Argentina/CIP051-C07-MP2-1/2013	H3N2	2013-04-22	Sus scrofa		Argentina: San Andres de Giles, Buenos Aires	South America		1704
MK362985.1	A/swine/Borchen/17851/2013	H3N2	2013-04-29	Sus scrofa		Germany: Borchen	Europe		1765
KY925800.1	A/Passo Fundo/LACENRS-1533/2013	H3N2	2013-06-19	Homo sapiens		Brazil	South America		1762
MF150437.1	A/Guangdong/424/2013	H3N2	2013-07-01	Homo sapiens		China	Asia		1701
PP659088.1	A/South Africa/A_South-Africa-PERCH_026_2013/2013	H3N2	2013-07-01	Homo sapiens		South Africa	Africa		1701
KY925762.1	A/Arvorezinha/LACENRS-2055/2013	H3N2	2013-07-03	Homo sapiens		Brazil	South America		1762
KY926322.1	A/Bage/LACENRS-2050/2013	H3N2	2013-07-04	Homo sapiens		Brazil	South America		1762
PP659091.1	A/South Africa/A_South-Africa-PERCH_029_2013/2013	H3N2	2013-07-04	Homo sapiens		South Africa	Africa		1701
PP659093.1	A/South Africa/A_South-Africa-PERCH_035_2013/2013	H3N2	2013-07-04	Homo sapiens		South Africa	Africa		1701
KJ943058.1	A/Santiago/p27d0/2013	H3N2	2013-07-12	Homo sapiens		Chile: Puente Alto	South America		1737
PP659094.1	A/South Africa/A_South-Africa-PERCH_037_2013/2013	H3N2	2013-07-22	Homo sapiens		South Africa	Africa		1701
MK363057.1	A/swine/Nordwalde/18367/2013	H3N2	2013-08-02	Sus scrofa		Germany: Nordwalde	Europe		1765
CY188017.1	A/Nicaragua/4871_07/2013	H3N2	2013-08-03	Homo sapiens		Nicaragua: Managua	North America		1737
KJ943191.1	A/Santiago/p34d1/2013	H3N2	2013-08-08	Homo sapiens		Chile: La Florida	South America		1737
KJ942896.1	A/Santiago/p34d2/2013	H3N2	2013-08-09	Homo sapiens		Chile: La Florida	South America		1737
KM208537.1	A/Hangzhou/A511/2013	H3N2	2013-08-15	Homo sapiens		China: Hangzhou	Asia		1701
CY251551.1	A/Perth/164/2013	H3N2	2013-08-29	Homo sapiens		Australia: Perth	Oceania		1737
KJ943074.1	A/Santiago/p36d2/2013	H3N2	2013-08-31	Homo sapiens		Chile: La Florida	South America		1737
PX326377.1	A/New Zealand/13CF5231/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX346172.1	A/New Zealand/13CF5269/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX343594.1	A/New Zealand/13CF5562/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX343598.1	A/New Zealand/13CF5600/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX343602.1	A/New Zealand/13CF5641/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX337425.1	A/New Zealand/13CF5709/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX334715.1	A/New Zealand/13HB4899/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX326447.1	A/New Zealand/13HB4918/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
PX340192.1	A/New Zealand/13HB4993/2013	H3N2	2013-09	Homo sapiens		New Zealand	Oceania		1747
MK363073.1	A/swine/Nordwalde/18569/2013	H3N2	2013-09-04	Sus scrofa		Germany: Nordwalde	Europe		1765
MF148045.1	A/mallard duck/Netherlands/2/2013	H3N6	2013-09-10	Anas platyrhynchos		Netherlands	Europe		1765
KM069599.1	A/Singapore/H2013.721e/2013	H3N2	2013-09-20	Homo sapiens		Singapore	Asia		1762
PX346215.1	A/New Zealand/13CF5764/2013	H3N2	2013-10	Homo sapiens		New Zealand	Oceania		1747
PX318625.1	A/New Zealand/13HB5709/2013	H3N2	2013-10	Homo sapiens		New Zealand	Oceania		1747
MW300957.1	A/Switzerland/NIB88/2013	H3N2	2013-10	Homo sapiens		Switzerland	Europe		1701
KJ880942.1	A/swine/Italy/282811/2013	H3N2	2013-10	Sus scrofa		Italy	Europe		1701
PP659074.1	A/Mali/A_Mali-PERCH_021_2013/2013	H3N2	2013-10-02	Homo sapiens		Mali	Africa		1701
MK414697.1	A/Mallard/Netherlands/8/2013	H3N8	2013-10-08	Anas platyrhynchos		Netherlands	Europe		1765
PP659067.1	A/Mali/A_Mali-PERCH_003_2013/2013	H3N2	2013-10-09	Homo sapiens		Mali	Africa		1701
KX101146.1	A/red-fronted coot/Chile/5/2013	H3N6	2013-10-24	Fulica rufifrons		Chile	South America		1710
KJ880934.1	A/swine/Italy/311349/2013	H3N2	2013-11	Sus scrofa		Italy	Europe		1701
MH410511.1	A/Thailand/G2-069/2013	H3N2	2013-11-05	Homo sapiens		Thailand	Asia		1701
MH410502.1	A/Thailand/G1-043/2013	H3N2	2013-11-08	Homo sapiens		Thailand	Asia		1701
CY195086.1	A/swine/Saskatchewan/SD0012/2013	H3N2	2013-11-27	Sus scrofa		Canada: Saskatchewan	North America	MDCK1 passage(s)	1737
KM208567.1	A/Hangzhou/A831/2013	H3N2	2013-12-05	Homo sapiens		China: Hangzhou	Asia		1701
KJ579980.1	A/swine/Indiana/A01260466/2014	H3N2	2014-01-13	Sus scrofa		USA: Indiana	North America		1701
CY187678.1	A/Japan/3760/2014	H3N2	2014-02-05	Homo sapiens		Japan	Asia	PMK1 passage(s)	1701
ON850985.1	A/swine/Hong Kong/NS628/2014	H3N2	2014-02-06	Sus scrofa		Hong Kong	Asia		1701
CY251679.1	A/Brisbane/43/2014	H3N2	2014-02-17	Homo sapiens		Australia: Brisbane	Oceania		1737
MK363097.1	A/swine/Rietberg/19732/2014	H3N2	2014-02-19	Sus scrofa		Germany: Rietberg	Europe		1762
ON850513.1	A/swine/Hong Kong/760/2014	H3N2	2014-02-20	Sus scrofa		Hong Kong	Asia		1701
MH559995.1	A/swine/Brazil/061_14-2/2014	H3N2	2014-04	Sus scrofa		Brazil	South America		1754
KP765915.1	A/duck/Anhui/A1809/2014	H3N2	2014-04-22	Anatidae		China	Asia		1701
OP678192.1	A/Bhutan/FLU-BTD-00144/2014	H3N2	2014-05-05	Homo sapiens		Bhutan	Asia		1701
KY925772.1	A/Viamao/LACENRS-733/2014	H3N2	2014-05-28	Homo sapiens		Brazil	South America		1762
KM100147.1	A/swine/Illinois/A01501987/2014	H3N2	2014-06-18	Sus scrofa		USA: Illinois	North America		1701
KY925449.1	A/Bage/LACENRS-1200/2014	H3N2	2014-06-23	Homo sapiens		Brazil	South America		1762
OP678186.1	A/Bhutan/FLU-BTC-00167/2014	H3N2	2014-06-26	Homo sapiens		Bhutan	Asia		1701
PX331761.1	A/New Zealand/14CF0613/2014	H3N2	2014-07	Homo sapiens		New Zealand	Oceania		1747
KY926222.1	A/Ilopolis/LACENRS-1322/2014	H3N2	2014-07-07	Homo sapiens		Brazil	South America		1762
KY925258.1	A/Porto Alegre/LACENRS-1406/2014	H3N2	2014-07-11	Homo sapiens		Brazil	South America		1762
KY926137.1	A/Porto Alegre/LACENRS-1447/2014	H3N2	2014-07-15	Homo sapiens		Brazil	South America		1762
CY252023.1	A/Sydney/156/2014	H3N2	2014-07-16	Homo sapiens		Australia: Sydney	Oceania		1737
OP862555.1	A/Nepal/FLU-NPBH-01364/2014	H3N2	2014-07-18	Homo sapiens		Nepal	Asia		1701
KY926393.1	A/Santa Cruz do Sul/LACENRS-1625/2014	H3N2	2014-07-21	Homo sapiens		Brazil	South America		1762
MF099075.1	A/swine/Chile/33/2014	H3N2	2014-07-21	Sus scrofa domesticus		Chile	South America		1762
KY925589.1	A/Canoas/LACENRS-1660/2014	H3N2	2014-07-22	Homo sapiens		Brazil	South America		1762
PX318709.1	A/New Zealand/14CF0952/2014	H3N2	2014-08	Homo sapiens		New Zealand	Oceania		1747
PX346357.1	A/New Zealand/14CF1085/2014	H3N2	2014-08	Homo sapiens		New Zealand	Oceania		1747
PX331862.1	A/New Zealand/14CF1237/2014	H3N2	2014-08	Homo sapiens		New Zealand	Oceania		1747
OR720739.1	A/Shanghai/PD119C2/2014	H3N2	2014-08-04	Homo sapiens		China: Shanghai	Asia	MDCK 2 passage(s)	1701
KY924932.1	A/Porto Alegre/LACENRS-2021/2014	H3N2	2014-08-18	Homo sapiens		Brazil	South America		1762
KY926096.1	A/Cruz Alta/LACENRS-2045/2014	H3N2	2014-08-20	Homo sapiens		Brazil	South America		1762
CY252063.1	A/Victoria/5018/2014	H3N2	2014-08-29	Homo sapiens		Australia: Victoria	Oceania		1737
PX334890.1	A/New Zealand/14CF1308/2014	H3N2	2014-09	Homo sapiens		New Zealand	Oceania		1747
PX318778.1	A/New Zealand/14CF1317/2014	H3N2	2014-09	Homo sapiens		New Zealand	Oceania		1747
PX318798.1	A/New Zealand/14CF1527/2014	H3N2	2014-09	Homo sapiens		New Zealand	Oceania		1747
CY252135.1	A/Victoria/673/2014	H3N2	2014-09-07	Homo sapiens		Australia: Victoria	Oceania		1737
OP623119.1	A/Bangkok/FLU-PMKD0722/2014	H3N2	2014-09-16	Homo sapiens		Thailand: Bangkok	Asia		1701
KY089524.1	A/Pennsylvania/42/2014	H3N2	2014-09-19	Homo sapiens		USA	North America		1701
KT837273.1	A/Arkansas/05/2014	H3N2	2014-09-24	Homo sapiens		USA	North America		1701
KY681559.1	A/Saudi Arabia/07/2014	H3N2	2014-10-04	Homo sapiens		Saudi Arabia	Asia		1701
KY681560.1	A/Saudi Arabia/08/2014	H3N2	2014-10-04	Homo sapiens		Saudi Arabia	Asia		1701
MK943753.1	A/Sus scrofa/France/62-140458/2014	H3N2	2014-10-08	Sus scrofa		France	Europe		1765
KT837429.1	A/Florida/45/2014	H3N2	2014-10-12	Homo sapiens		USA	North America		1701
KY926275.1	A/Cruz Alta/LACENRS-2623/2014	H3N2	2014-10-19	Homo sapiens		Brazil	South America		1762
KR534269.1	A/Czech Republic/12/2014	H3N2	2014-10-22	Homo sapiens		Czech Republic: Ceske Budejovice	Europe		1727
KT838115.1	A/Louisiana/14/2014	H3N2	2014-10-22	Homo sapiens		USA	North America		1701
MG847108.1	A/equine/Meath/2/2014	H3N8	2014-10-22	Equus caballus		Ireland: Meath	Europe		1701
CY252207.1	A/Perth/1055/2014	H3N2	2014-11-06	Homo sapiens		Australia: Perth	Oceania		1737
MG586806.1	A/equine/Tipperary/3/2014	H3N8	2014-11-20	Equus caballus		Ireland: Tipperary	Europe		1701
MG847113.1	A/equine/Tipperary/6/2014	H3N8	2014-11-24	Equus caballus		Ireland: Tipperary	Europe		1701
MK363161.1	A/swine/Zevenaar/21030/2014	H3N2	2014-11-26	Sus scrofa		Netherlands: Zevenaar	Europe		1765
MG586809.1	A/equine/Clare/2/2014	H3N8	2014-12-02	Equus caballus		Ireland: Clare	Europe		1701
KT840205.1	A/Florida/85/2014	H3N2	2014-12-03	Homo sapiens		USA	North America		1701
CY193327.1	A/North Carolina/4074/2014	H3N2	2014-12-03	Homo sapiens		USA: North Carolina	North America	PMK1 passage(s)	1701
MG586812.1	A/equine/Meath/4/2014	H3N8	2014-12-08	Equus caballus		Ireland: Meath	Europe		1701
KR534273.1	A/Czech Republic/16/2014	H3N2	2014-12-11	Homo sapiens		Czech Republic: Ostrava	Europe		1727
KT840669.1	A/Pennsylvania/64/2014	H3N2	2014-12-11	Homo sapiens		USA	North America		1701
KT840532.1	A/Colorado/35/2014	H3N2	2014-12-12	Homo sapiens		USA	North America		1701
KT840851.1	A/Nevada/25/2014	H3N2	2014-12-15	Homo sapiens		USA	North America		1701
CY193529.1	A/Japan/4276/2014	H3N2	2014-12-17	Homo sapiens		Japan	Asia	PMK1 passage(s)	1701
KR534278.1	A/Czech Republic/21/2014	H3N2	2014-12-18	Homo sapiens		Czech Republic: Liberec	Europe		1727
MG586813.1	A/equine/Meath/5/2014	H3N8	2014-12-18	Equus caballus		Ireland: Meath	Europe		1701
CY193593.1	A/South Dakota/4340/2014	H3N2	2014-12-24	Homo sapiens		USA: South Dakota	North America	PMK1 passage(s)	1701
KT841144.1	A/Idaho/11/2015	H3N2	2015-01-02	Homo sapiens		USA	North America		1701
LC155876.1	A/Fukuoka/DS-323v/2015	H3N2	2015-01-10	Homo sapiens		Japan:Fukuoka	Asia		1701
KR534282.1	A/Czech Republic/25/2015	H3N2	2015-01-12	Homo sapiens		Czech Republic: Prague	Europe		1727
KR534301.1	A/Czech Republic/42/2015	H3N2	2015-01-27	Homo sapiens		Czech Republic: Prague	Europe		1727
KU198899.1	A/Moscow/CRIE-141/2015	H3N2	2015-01-27	Homo sapiens		Russia	Europe		1701
KU289637.1	A/Corsica/40-09/2015	H3N2	2015-01-28	Homo sapiens		France: Corsica	Europe		1701
CY193988.1	A/Arizona/4735/2015	H3N2	2015-02-03	Homo sapiens		USA: Arizona	North America	PMK1 passage(s)	1701
