accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
PQ051154.1	A/House Mouse/NM/24-014782-003-original/2024	H5N1	2024-05-09	Mus musculus	10090	non-human mammal	Rodentia	USA: NM	North America		1704
PQ051170.1	A/Raccoon/CO/24-014781-001-original/2024	H5N1	2024-05-11	Procyon lotor	9654	non-human mammal	Carnivora	USA: CO	North America		1704
PQ051162.1	A/House Sparrow/NM/24-014786-002-original/2024	H5N1	2024-05-12	Passer domesticus	48849	avian	Passeriformes	USA: NM	North America		1704
PQ051642.1	A/cattle/ID/24-014338-002-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051650.1	A/cattle/ID/24-014338-003-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051658.1	A/cattle/ID/24-014338-004-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051666.1	A/cattle/ID/24-014338-005-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051674.1	A/cattle/ID/24-014338-006-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051682.1	A/cattle/ID/24-014338-007-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051690.1	A/cattle/ID/24-014338-008-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051698.1	A/cattle/ID/24-014338-009-original/2024	H5N1	2024-05-12	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051546.1	A/cattle/ID/24-014336-001-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051554.1	A/cattle/ID/24-014336-002-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051562.1	A/cattle/ID/24-014336-003-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051570.1	A/cattle/ID/24-014336-004-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051578.1	A/cattle/ID/24-014336-006-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051586.1	A/cattle/ID/24-014336-007-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051594.1	A/cattle/ID/24-014336-008-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051602.1	A/cattle/ID/24-014336-010-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051610.1	A/cattle/ID/24-014336-011-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051618.1	A/cattle/ID/24-014336-012-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051626.1	A/cattle/ID/24-014336-013-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051634.1	A/cattle/ID/24-014336-014-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ667566.1	A/cattle/MI/24-014287-001-original/2024	H5N1	2024-05-13	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PP839265.1	A/Michigan/90/2024	H5N1	2024-05-14	Homo sapiens	9606	human	Primates	USA: Michigan	North America		1751
PQ109591.1	A/cattle/SD/24-014510-003-original/2024	H5N1	2024-05-14	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109599.1	A/cattle/SD/24-014510-007-original/2024	H5N1	2024-05-14	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ051122.1	A/Alpaca/ID/24-014328-008/2024	H5N1	2024-05-15	Vicugna pacos	30538	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051130.1	A/Alpaca/ID/24-014328-011/2024	H5N1	2024-05-15	Vicugna pacos	30538	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ011091.1	A/Alpaca/Idaho/24-014328-007-original/2024	H5N1	2024-05-15	Vicugna pacos	30538	non-human mammal	Artiodactyla	USA:ID	North America		1704
PV459592.1	A/Dairy cow/ID/W241380002-1/2024	H5N1	2024-05-15	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ274782.1	A/cattle/MI/24-014883-002-original/2024	H5N1	2024-05-15	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ274790.1	A/cattle/MI/24-014883-003-original/2024	H5N1	2024-05-15	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ274798.1	A/cattle/MI/24-014883-005-original/2024	H5N1	2024-05-15	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ274806.1	A/cattle/MI/24-014883-006-original/2024	H5N1	2024-05-15	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ011547.1	A/Cattle/Idaho/24-014769-001-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA:ID	North America		1704
PQ011555.1	A/Cattle/Idaho/24-014769-002-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA:ID	North America		1704
PQ011131.1	A/Cattle/Idaho/24-014769-003-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA:ID	North America		1704
PQ012011.1	A/Chicken/Minnesota/24-014761-001-original/2024	H5N1	2024-05-16	Gallus gallus	9031	avian	Galliformes	USA:MN	North America		1704
PQ011123.1	A/Chicken/Minnesota/24-014761-002-original/2024	H5N1	2024-05-16	Gallus gallus	9031	avian	Galliformes	USA:MN	North America		1704
PQ832221.1	A/cattle/MI/24-014881-002-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667574.1	A/cattle/MI/24-014881-002-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832229.1	A/cattle/MI/24-014881-009-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667582.1	A/cattle/MI/24-014881-009-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667590.1	A/cattle/MI/24-014881-013-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832237.1	A/cattle/MI/24-014881-013-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ379343.1	A/cattle/MI/24-014882-001-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ379351.1	A/cattle/MI/24-014882-002-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ379359.1	A/cattle/MI/24-014882-003-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ379367.1	A/cattle/MI/24-014882-004-original/2024	H5N1	2024-05-16	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ012003.1	A/Chicken/Minnesota/24-014686-001-original/2024	H5N1	2024-05-17	Gallus gallus	9031	avian	Galliformes	USA:MN	North America		1704
PQ011107.1	A/Chicken/Minnesota/24-014686-002-original/2024	H5N1	2024-05-17	Gallus gallus	9031	avian	Galliformes	USA:MN	North America		1704
PV308936.1	A/Common Tern/NS/FAV-0228-2024/2024	H5N1	2024-05-17	Sterna hirundo	108405	avian	Charadriiformes	Canada: NS	North America		1704
PV315944.1	A/Red Fox/AB/FAV-0396-2024/2024	H5N1	2024-05-17	Vulpes vulpes	9627	non-human mammal	Carnivora	Canada: AB	North America		1704
PQ051290.1	A/Turkey/MN/24-014975-001-original/2024	H5N1	2024-05-17	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1704
PQ012195.1	A/Turkey/Minnesota/24-014760-001-original/2024	H5N1	2024-05-17	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012203.1	A/Turkey/Minnesota/24-014760-002-original/2024	H5N1	2024-05-17	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ011115.1	A/Turkey/Minnesota/24-014760-003-original/2024	H5N1	2024-05-17	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ051426.1	A/cat/MI/24-015040-001-original/2024	H5N1	2024-05-17	Felis catus	9685	non-human mammal	Carnivora	USA: MI	North America		1704
PQ051706.1	A/cattle/ID/24-014767-003-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ667598.1	A/cattle/MI/24-015041-001-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832245.1	A/cattle/MI/24-015041-001-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667606.1	A/cattle/MI/24-015041-002-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832253.1	A/cattle/MI/24-015041-002-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832261.1	A/cattle/MI/24-015041-004-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667614.1	A/cattle/MI/24-015041-004-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667622.1	A/cattle/MI/24-015041-005-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832269.1	A/cattle/MI/24-015041-005-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832277.1	A/cattle/MI/24-015041-006-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667630.1	A/cattle/MI/24-015041-006-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832285.1	A/cattle/MI/24-015041-007-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667638.1	A/cattle/MI/24-015041-007-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832293.1	A/cattle/MI/24-015041-008-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667646.1	A/cattle/MI/24-015041-008-original/2024	H5N1	2024-05-17	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ012131.1	A/Turkey/Minnesota/24-014685-001-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012139.1	A/Turkey/Minnesota/24-014685-002-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ011099.1	A/Turkey/Minnesota/24-014685-003-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012147.1	A/Turkey/Minnesota/24-014687-001-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012155.1	A/Turkey/Minnesota/24-014687-002-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012163.1	A/Turkey/Minnesota/24-014687-003-original/2024	H5N1	2024-05-18	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012171.1	A/Turkey/Minnesota/24-014759-001-original/2024	H5N1	2024-05-19	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012179.1	A/Turkey/Minnesota/24-014759-002-original/2024	H5N1	2024-05-19	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ012187.1	A/Turkey/Minnesota/24-014759-003-original/2024	H5N1	2024-05-19	Meleagris gallopavo	9103	avian	Galliformes	USA:MN	North America		1704
PQ051714.1	A/cattle/ID/24-015195-001-original/2024	H5N1	2024-05-19	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051722.1	A/cattle/ID/24-015195-002-original/2024	H5N1	2024-05-19	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051730.1	A/cattle/ID/24-015195-003-original/2024	H5N1	2024-05-19	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051738.1	A/cattle/ID/24-015195-004-original/2024	H5N1	2024-05-19	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ052754.1	A/chicken/MN/24-014972-001-original/2024	H5N1	2024-05-19	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ052762.1	A/chicken/MN/24-014972-003-original/2024	H5N1	2024-05-19	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ052770.1	A/chicken/MN/24-014972-004-original/2024	H5N1	2024-05-19	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ052778.1	A/chicken/MN/24-014972-006-original/2024	H5N1	2024-05-19	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ052786.1	A/chicken/MN/24-014972-007-original/2024	H5N1	2024-05-19	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ051138.1	A/Alpaca/ID/24-015080-001-original/2024	H5N1	2024-05-20	Vicugna pacos	30538	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ011259.1	A/Cattle/Colorado/24-014901-001-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011267.1	A/Cattle/Colorado/24-014901-002-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011275.1	A/Cattle/Colorado/24-014901-003-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011283.1	A/Cattle/Colorado/24-014901-005-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011291.1	A/Cattle/Colorado/24-014901-007-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011299.1	A/Cattle/Colorado/24-014901-008-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ011139.1	A/Cattle/Colorado/24-014901-009-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA:CO	North America		1704
PQ895157.1	A/Laughing Gull/DE/554/2024	H5N9	2024-05-20	Leucophaeus atricilla	126679	avian	Charadriiformes	USA	North America		1743
PQ894983.1	A/Laughing Gull/DE/554/2024	H5N9	2024-05-20	Leucophaeus atricilla	126679	avian	Charadriiformes	USA	North America		1743
PQ894729.1	A/Ruddy Turnstone/DE/549/2024	H5N9	2024-05-20	Arenaria interpres	54971	avian	Charadriiformes	USA	North America		1743
PQ895207.1	A/Ruddy Turnstone/DE/549/2024	H5N9	2024-05-20	Arenaria interpres	54971	avian	Charadriiformes	USA	North America		1743
PQ051282.1	A/Turkey/MN/24-014974-001-original/2024	H5N1	2024-05-20	Meleagris gallopavo	9103	avian	Galliformes	USA: MN	North America		1704
PQ051434.1	A/cat/MI/24-015043-001-original/2024	H5N1	2024-05-20	Felis catus	9685	non-human mammal	Carnivora	USA: MI	North America		1704
PQ051746.1	A/cattle/ID/24-015196-002-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051754.1	A/cattle/ID/24-015196-003-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051762.1	A/cattle/ID/24-015196-005-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051770.1	A/cattle/ID/24-015196-006-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051778.1	A/cattle/ID/24-015196-008-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051786.1	A/cattle/ID/24-015196-009-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051794.1	A/cattle/ID/24-015196-010-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051802.1	A/cattle/ID/24-015196-011-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051810.1	A/cattle/ID/24-015196-012-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051818.1	A/cattle/ID/24-015196-013-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ051826.1	A/cattle/ID/24-015196-014-original/2024	H5N1	2024-05-20	Bos taurus	9913	non-human mammal	Artiodactyla	USA: ID	North America		1704
PQ832301.1	A/cattle/MI/24-015306-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667654.1	A/cattle/MI/24-015306-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832309.1	A/cattle/MI/24-015306-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ667662.1	A/cattle/MI/24-015306-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423450.1	A/cattle/MI/24-015457-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423458.1	A/cattle/MI/24-015457-002-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423466.1	A/cattle/MI/24-015457-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423474.1	A/cattle/MI/24-015457-004-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423482.1	A/cattle/MI/24-015457-005-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423490.1	A/cattle/MI/24-015457-006-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ423498.1	A/cattle/MI/24-015457-007-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ109607.1	A/cattle/SD/24-015059-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109615.1	A/cattle/SD/24-015059-002-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109623.1	A/cattle/SD/24-015059-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109631.1	A/cattle/SD/24-015059-004-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ664321.1	A/cattle/TX/24-026360-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832701.1	A/cattle/TX/24-026360-001-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664329.1	A/cattle/TX/24-026360-002-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832709.1	A/cattle/TX/24-026360-002-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832717.1	A/cattle/TX/24-026360-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664337.1	A/cattle/TX/24-026360-003-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832725.1	A/cattle/TX/24-026360-004-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664345.1	A/cattle/TX/24-026360-004-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664353.1	A/cattle/TX/24-026360-005-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832733.1	A/cattle/TX/24-026360-005-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664361.1	A/cattle/TX/24-026360-007-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832741.1	A/cattle/TX/24-026360-007-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664369.1	A/cattle/TX/24-026360-008-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832749.1	A/cattle/TX/24-026360-008-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664377.1	A/cattle/TX/24-026360-009-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832757.1	A/cattle/TX/24-026360-009-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832765.1	A/cattle/TX/24-026360-010-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664385.1	A/cattle/TX/24-026360-010-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832773.1	A/cattle/TX/24-026360-011-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664393.1	A/cattle/TX/24-026360-011-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664401.1	A/cattle/TX/24-026360-013-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832781.1	A/cattle/TX/24-026360-013-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664409.1	A/cattle/TX/24-026360-014-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832789.1	A/cattle/TX/24-026360-014-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664417.1	A/cattle/TX/24-026360-017-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832797.1	A/cattle/TX/24-026360-017-original/2024	H5N1	2024-05-21	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ052794.1	A/chicken/MN/24-015550-001-original/2024	H5N1	2024-05-21	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ052802.1	A/chicken/MN/24-015550-002-original/2024	H5N1	2024-05-21	Gallus gallus	9031	avian	Galliformes	USA: MN	North America		1704
PQ529104.1	A/cattle/MI/24-015307-001-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832317.1	A/cattle/MI/24-015307-001-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832325.1	A/cattle/MI/24-015307-002-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ529112.1	A/cattle/MI/24-015307-002-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ529120.1	A/cattle/MI/24-015307-003-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832333.1	A/cattle/MI/24-015307-003-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ529128.1	A/cattle/MI/24-015307-004-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ832341.1	A/cattle/MI/24-015307-004-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: MI	North America		1704
PQ109639.1	A/cattle/SD/24-015643-002-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109647.1	A/cattle/SD/24-015643-004-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109655.1	A/cattle/SD/24-015643-005-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109663.1	A/cattle/SD/24-015643-006-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ109671.1	A/cattle/SD/24-015643-007-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ220768.1	A/cattle/SD/24-017898-001-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: SD	North America		1704
PQ832637.1	A/cattle/TX/24-026219-003-original-repeat2/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664257.1	A/cattle/TX/24-026219-003-original-repeat2/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ664265.1	A/cattle/TX/24-026219-004-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
PQ832645.1	A/cattle/TX/24-026219-004-original/2024	H5N1	2024-05-22	Bos taurus	9913	non-human mammal	Artiodactyla	USA: TX	North America		1704
