accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY091349.1	A/Australia/NHRC0011/2005	H3N2	2005-06-13	Homo sapiens	9606	human	Primates	Australia	Oceania	P0 passage(s)	1732
CY008356.1	A/Canterbury/104/2005	H3N2	2005-06-27	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
CY008564.1	A/Canterbury/205/2005	H3N2	2005-07-22	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
MK361843.1	A/swine/Hertzen/IDT4317/2005	H3N2	2005-07-22	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Hertzen	Europe		1713
CY008412.1	A/Canterbury/237/2005	H3N2	2005-07-31	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1721
CY017611.1	A/Queensland/55/2005	H3N2	2005-08-02	Homo sapiens	9606	human	Primates	Australia: Townsville, Queensland	Oceania	MDCK 3 passage(s)	1722
CY008596.1	A/Canterbury/251/2005	H3N2	2005-08-17	Homo sapiens	9606	human	Primates	New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1717
KX815373.1	A/equine/Argentina/E6189-3/2005	H3N8	2005-08-28	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY100578.1	A/Mexico/InDRE2246/2005	H3N2	2005-09-11	Homo sapiens	9606	human	Primates	Mexico: Mexico City	North America	E3 passage(s)	1762
KX815375.1	A/equine/Argentina/E6424-1/2005	H3N8	2005-10-04	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
KX815374.1	A/equine/Argentina/E6424-2/2005	H3N8	2005-10-04	Equus caballus	9796	non-human mammal	Perissodactyla	Argentina	South America		1698
CY158617.1	A/swine/Alberta/SG1405/2005	H3N2	2005-10-07	Sus scrofa	9823	non-human mammal	Artiodactyla	Canada: Alberta	North America	MDCK 1 passage(s)	1737
CY105438.1	A/TayNguyen/TN403/2005	H3N2	2005-10-10	Homo sapiens	9606	human	Primates	Viet Nam: TayNguyen	Asia	MDCK 3 passage(s)	1735
OR949780.1	A/duck/Kinmen/05WB11-760-1-5-E1/2005	H3N8	2005-10-27	Anatidae	8830	avian	Anseriformes	Taiwan: Kinmen	Asia		1765
MK361906.1	A/swine/Krempel/4722/2005	H3N2	2005-12-06	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Krempel	Europe		1765
CY172199.1	A/New York/1002/2005	H3N2	2005-12-27	Homo sapiens	9606	human	Primates	USA: Otsego County, NY	North America		1732
CY121568.1	A/Brisbane/09/2006	H3N2	2006	Homo sapiens	9606	human	Primates	Australia: Brisbane	Oceania	Egg passage(s)	1738
EU103764.1	A/Denmark/13/2006	H3N2	2006					Denmark	Europe		1701
EU103677.1	A/Denmark/45/2006	H3N2	2006					Denmark	Europe		1701
EU103654.1	A/Denmark/61/2006	H3N2	2006					Denmark	Europe		1701
EU103807.1	A/Denmark/98/2006	H3N2	2006					Denmark	Europe		1701
CY041338.1	A/common eider/Netherlands/1/2006	H3N8	2006	Somateria mollissima	76058	avian	Anseriformes	Netherlands	Europe	E1 passage(s)	1724
AB537462.1	A/duck/Chiba/10/2006	H3N8	2006	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Chiba	Asia		1701
AB537456.1	A/duck/Chiba/4/2006	H3N8	2006	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Chiba	Asia		1701
AB537468.1	A/duck/Chiba/44/2006	H3N8	2006	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Chiba	Asia		1701
AB537457.1	A/duck/Chiba/5/2006	H3N8	2006	Anas platyrhynchos	8839	avian	Anseriformes	Japan:Chiba	Asia		1701
GU086145.1	A/swine/Guangdong/811/2006	H3N2	2006	Sus scrofa	9823	non-human mammal	Artiodactyla	China	Asia		1765
CY172247.1	A/New York/1011/2006	H3N2	2006-01-24	Homo sapiens	9606	human	Primates	USA: Tompkins County, NY	North America		1731
AB434111.1	A/Morioka/17/2006	H3N2	2006-02-03								1701
OL369940.1	A/mallard/Tasmania/06-0297-31/2006	H3N8	2006-02-03	Anas platyrhynchos	8839	avian	Anseriformes	Australia: Tasmania	Oceania		1750
AB434112.1	A/Morioka/18/2006	H3N2	2006-02-06								1701
AB434113.1	A/Morioka/22/2006	H3N2	2006-02-08								1701
CY172303.1	A/New York/1018/2006	H3N2	2006-02-15	Homo sapiens	9606	human	Primates	USA: Warren County, NY	North America		1731
AB434114.1	A/Morioka/29/2006	H3N2	2006-02-22								1701
CY114389.1	A/Netherlands/42/2006	H3N2	2006-02-25	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1732
CY019325.1	A/New York/928/2006	H3N2	2006-02-28	Homo sapiens	9606	human	Primates	USA: Chautauqua County, NY	North America	pRhMK 3 passage(s)	1721
CY172415.1	A/New York/1032/2006	H3N2	2006-03-06	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America		1731
CY172455.1	A/New York/1037/2006	H3N2	2006-03-09	Homo sapiens	9606	human	Primates	USA: Saratoga County, NY	North America		1731
MK361994.1	A/swine/Nienburg/5208/2006	H3N2	2006-04-30	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Nienburg	Europe		1765
EU926631.1	A/equine/Lonquen/1/2006	H3N8	2006-07	Equus caballus	9796	non-human mammal	Perissodactyla	Chile	South America	embryonated chicken eggs	1698
AB470296.1	A/pelican/Zambia/01/2006	H3N6	2006-08					Zambia: Lochinvar National Park	Africa		1736
CY078563.1	A/mallard/Interior Alaska/6MP0050R1/2006	H3N8	2006-08-11	Anas platyrhynchos	8839	avian	Anseriformes	USA: Minto Flats, Interior Alaska	North America	E 2 passage(s)	1731
KX714322.1	A/American green-winged teal/Alaska/14164/2006	H3N6	2006-08-16	Anas crecca	75839	avian	Anseriformes	USA: Willow Lake, Alaska	North America		1732
HM193558.1	A/mallard/Alaska/44187-043/2006	H3N2	2006-08-19	Anas platyrhynchos	8839	avian	Anseriformes	USA: AK	North America		1718
OR719795.1	A/Shanghai/JA146C1/2006	H3N2	2006-09-14	Homo sapiens	9606	human	Primates	China: Shanghai	Asia	MDCK 1 passage	1701
CY118036.1	A/Malaysia/1666666/2006	H3N2	2006-10-27	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
CY118938.1	A/Malaysia/1681079/2006	H3N2	2006-11-24	Homo sapiens	9606	human	Primates	Malaysia	Asia	P1 passage(s)	1731
MK362123.1	A/swine/Vilsbiburg/5735/2006	H3N2	2006-11-27	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Vilsbiburg	Europe		1765
EU199366.1	A/Brisbane/10/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Australia	Oceania		1701
KM978061.1	A/Brisbane/10/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Australia	Oceania		1701
CY039087.1	A/Brisbane/10/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Australia: Brisbane	Oceania	Egg 2 passage(s)	1717
KM978060.1	A/Brisbane/10/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Australia	Oceania		1701
KM821342.1	A/Perth/27/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Australia	Oceania		1739
CY070144.1	A/Peru/WRAIR1508P/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Peru	South America	MDCK2 passage(s)	1729
KM821343.1	A/Uruguay/716/2007	H3N2	2007	Homo sapiens	9606	human	Primates	Uruguay	South America		1734
EU982296.1	A/swine/Italy/50127/2007	H3N2	2007	Sus scrofa	9823	non-human mammal	Artiodactyla	Italy	Europe		1701
KR859435.1	A/swine/Minnesota/01546/2007	H3N2	2007	Sus scrofa	9823	non-human mammal	Artiodactyla	USA	North America		1701
JF340081.1	A/Vienna/25/2007	H3N2	2007-01	Homo sapiens	9606	human	Primates	Austria	Europe		1698
KP457985.1	A/Vietnam/19/2007	H3N2	2007-01-10	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1698
KP456767.1	A/Hebei Yunhe/33/2007	H3N2	2007-01-13	Homo sapiens	9606	human	Primates	China: Hebei	Asia		1698
OR720107.1	A/Shanghai/NH19C2/2007	H3N2	2007-01-29	Homo sapiens	9606	human	Primates	China: Shanghai	Asia	MDCK 2 passage(s)	1701
KJ609214.1	A/Brisbane/10/2007	H3N2	2007-02-06	Homo sapiens	9606	human	Primates	Australia	Oceania		1719
CY035022.1	A/Brisbane/10/2007	H3N2	2007-02-06	Homo sapiens	9606	human	Primates	Australia: Brisbane	Oceania	Egg passage(s)	1714
KX571022.1	A/Brisbane/E1/2007	H3N2	2007-02-12	Homo sapiens	9606	human	Primates	Australia	Oceania		1759
JX235395.1	A/canine/Wyoming/86955/2007	H3N8	2007-02-27	Canis lupus familiaris	9615	non-human mammal	Carnivora	USA	North America		1695
MN530425.1	A/mallard/South Korea/N07-0347/2007	H3N8	2007-03-06	Anas platyrhynchos	8839	avian	Anseriformes	South Korea	Asia		1701
MK362193.1	A/swine/Vreden/5982/2007	H3N2	2007-03-08	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Vreden	Europe		1765
KP456850.1	A/Argentina/146/2007	H3N2	2007-06-06	Homo sapiens	9606	human	Primates	Argentina	South America		1698
KP458708.1	A/Uruguay/0710/2007	H3N2	2007-06-08	Homo sapiens	9606	human	Primates	Uruguay	South America		1698
EU716426.1	A/Uruguay/716/2007	H3N2	2007-06-21	Homo sapiens	9606	human	Primates	Uruguay	South America		1701
JN222934.1	A/equine/Donegal/1/2007	H3N8	2007-07-03	Equus caballus	9796	non-human mammal	Perissodactyla	Ireland	Europe		1757
KP458864.1	A/Argentina/3888/2007	H3N2	2007-07-10	Homo sapiens	9606	human	Primates	Argentina	South America		1698
KX979366.1	A/dunlin/Netherlands/3/2007	H3N8	2007-07-31	Calidris alpina	8919	avian	Charadriiformes	Netherlands	Europe		1765
CY105726.1	A/HaNoi/Q578/2007	H3N2	2007-08-08	Homo sapiens	9606	human	Primates	Viet Nam: HaNoi	Asia	MDCK 5 passage(s)	1733
KP457330.1	A/Venezuela/8241/2007	H3N2	2007-08-13	Homo sapiens	9606	human	Primates	Venezuela	South America		1698
MK362233.1	A/swine/Holzwickede/6367a/2007	H3N2	2007-08-20	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Holzwickede	Europe		1765
CY049764.1	A/mallard/Altai/1208/2007(H3N6)	H3N6	2007-09	Anas platyrhynchos	8839	avian	Anseriformes	Russia: Altai region	Europe	E2 passage(s)	1701
KP458551.1	A/Venezuela/9602/2007	H3N2	2007-09-04	Homo sapiens	9606	human	Primates	Venezuela	South America		1698
CY077270.1	A/northern shoveler/Interior Alaska/7MP1765/2007	H3N8	2007-09-04	Spatula clypeata	75838	avian	Anseriformes	USA: Alaska	North America	Egg 1 passage(s)	1740
CY190467.1	A/environment/Maryland/07OS1621/2007	H3N8	2007-09-06					USA: Maryland	North America	Egg 1 passage(s)	1740
PP212829.1	A/Blue-winged Teal/New Mexico/A-BWTE-NM-A00365822-2007(H3N8)/2007	H3N8	2007-09-18	Spatula discors	75842	avian	Anseriformes	USA: New Mexico	North America		1701
KP457645.1	A/Taiwan/821/2007	H3N2	2007-09-18	Homo sapiens	9606	human	Primates	Taiwan	Asia		1698
EU794551.1	A/equine/Xinjiang/2/2007	H3N8	2007-11	Equus caballus	9796	non-human mammal	Perissodactyla	China	Asia		1710
KP457561.1	A/Texas/64/2007	H3N2	2007-11-05	Homo sapiens	9606	human	Primates	USA: Texas	North America		1698
EU516066.1	A/Texas/64/2007	H3N2	2007-11-05	Homo sapiens	9606	human	Primates	USA	North America		1701
MK362273.1	A/swine/Warendorf/6639a/2007	H3N2	2007-11-08	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Warendorf	Europe		1765
CY105526.1	A/Hue/H511/2007	H3N2	2007-11-30	Homo sapiens	9606	human	Primates	Viet Nam: Hue	Asia	MDCK 3 passage(s)	1734
EU567012.1	A/New Jersey/21/2007	H3N2	2007-12-31	Homo sapiens	9606	human	Primates	USA	North America		1701
FJ215812.1	A/HongKong/HK1/2008	H3N2	2008	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1736
FJ215823.1	A/HongKong/HK1MA21-1/2008	H3N2	2008	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1736
FJ215811.1	A/HongKong/HKMA20E/2008	H3N2	2008	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1736
KX431186.1	A/Kenya/01/2008	H3N2	2008	Homo sapiens	9606	human	Primates	Kenya	Africa		1760
FJ183468.1	A/Thueringen/2202/2008	H3N2	2008	Homo sapiens	9606	human	Primates	Germany	Europe		1701
KP458896.1	A/Finland/9/2008	H3N2	2008-01-07	Homo sapiens	9606	human	Primates	Finland	Europe		1698
CY173127.1	A/New York/1134/2008	H3N2	2008-01-28	Homo sapiens	9606	human	Primates	USA: Clinton County, NY	North America	P0 passage(s)	1701
EU716505.1	A/Wisconsin/03/2008	H3N2	2008-02-01	Homo sapiens	9606	human	Primates	USA	North America		1701
CY037311.1	A/Kuwait/AF03/2008	H3N2	2008-02-02	Homo sapiens	9606	human	Primates	Kuwait	Asia		1726
EU779510.1	A/Florida/07/2008	H3N2	2008-02-06	Homo sapiens	9606	human	Primates	USA	North America		1701
CY173167.1	A/New York/1140/2008	H3N2	2008-02-10	Homo sapiens	9606	human	Primates	USA: Kings County, NY	North America	P0 passage(s)	1717
CY035174.1	A/Pennsylvania/PIT25/2008	H3N2	2008-02-11	Homo sapiens	9606	human	Primates	USA: Allegheny County, PA	North America		1716
MK362337.1	A/swine/Brakel/6890/2008	H3N2	2008-02-21	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Brakel	Europe		1765
CY173239.1	A/New York/1150/2008	H3N2	2008-03-03	Homo sapiens	9606	human	Primates	USA: Chautauqua County, NY	North America	P0 passage(s)	1701
KP458243.1	A/Thailand/419/2008	H3N2	2008-03-21	Homo sapiens	9606	human	Primates	Thailand	Asia		1698
KP458957.1	A/Perth/4/2008	H3N2	2008-03-27	Homo sapiens	9606	human	Primates	Australia: Western Australia	Oceania		1698
KP457997.1	A/Brazil/1619/2008	H3N2	2008-03-28	Homo sapiens	9606	human	Primates	Brazil	South America		1698
MK362401.1	A/swine/Bueren/6971-1/2008	H3N2	2008-03-29	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Bueren	Europe		1765
KP457352.1	A/Brazil/1623/2008	H3N2	2008-03-31	Homo sapiens	9606	human	Primates	Brazil	South America		1698
KP457111.1	A/Sydney/2/2008	H3N2	2008-04-29	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
MK362425.1	A/swine/Vreden/7123/2008	H3N2	2008-05-28	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Vreden	Europe		1765
MK362433.1	A/swine/Langen/7124/2008	H3N2	2008-05-29	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Langen	Europe		1765
AB569495.1	A/duck/Zambia/04/2008	H3N8	2008-06					Zambia:Lochinvar National Park	Africa		1736
FJ209731.1	A/equine/Egypt/6066NAMRU3-VSVRI/2008	H3N8	2008-06	Equus caballus	9796	non-human mammal	Perissodactyla	Egypt	Africa		1698
KP458064.1	A/Thailand/534/2008	H3N2	2008-06-02	Homo sapiens	9606	human	Primates	Thailand	Asia		1698
KP458397.1	A/Auckland/17/2008	H3N2	2008-06-09	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
KP456276.1	A/Tasmania/1/2008	H3N2	2008-06-19	Homo sapiens	9606	human	Primates	Australia: Tasmania	Oceania		1698
CY053764.1	A/equine/Jammu and Kashmir/CMVL-LEH4/2008	H3N8	2008-06-25	Equus caballus	9796	non-human mammal	Perissodactyla	India: Jammu and Kashmir	Asia		1783
AB569503.1	A/goose/Zambia/05/2008	H3N8	2008-07					Zambia:Lochinvar National Park	Africa		1736
AB569511.1	A/goose/Zambia/06/2008	H3N8	2008-07					Zambia:Lochinvar National Park	Africa		1736
KP456380.1	A/Victoria/500/2008	H3N2	2008-07-05	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
KP456778.1	A/Auckland/69/2008	H3N2	2008-07-07	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
KP457616.1	A/Sydney/13/2008	H3N2	2008-07-18	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP458983.1	A/Sydney/17/2008	H3N2	2008-07-21	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP638166.1	A/Thailand/MR07161/2008	H3N2	2008-07-30	Homo sapiens	9606	human	Primates	Thailand: Chiangrai	Asia		1701
MK362473.1	A/swine/Freren/7424/2008	H3N2	2008-08-21	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Freren	Europe		1765
MK362481.1	A/swine/Paderborn/7588/2008	H3N2	2008-09-24	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Paderborn	Europe		1765
FJ686917.1	A/Idaho/17/2008	H3N2	2008-10-07	Homo sapiens	9606	human	Primates	USA: Idaho state	North America		1701
CY092324.1	A/swine/Argentina/CIP051-A2/2008	H3N2	2008-11	Sus scrofa	9823	non-human mammal	Artiodactyla	Argentina	South America		1762
GQ369928.1	A/Wisconsin/24/2008	H3N2	2008-12-23	Homo sapiens	9606	human	Primates	USA: Wisconsin state	North America		1701
KP456313.1	A/Bolivia/2675/2009	H3N2	2009	Homo sapiens	9606	human	Primates	Bolivia	South America		1698
KP456758.1	A/Colombia/31/2009	H3N2	2009	Homo sapiens	9606	human	Primates	Colombia	South America		1698
KP457427.1	A/Colombia/4335/2009	H3N2	2009	Homo sapiens	9606	human	Primates	Colombia	South America		1698
PP927754.1	A/Equus ferus caballus/Yorkshire/3/2009	H3N8	2009	Equus ferus	1114792	non-human mammal	Perissodactyla	United Kingdom: Yorkshire	Europe		1762
CY121752.1	A/Finland/97/2009	H3N2	2009	Homo sapiens	9606	human	Primates	Finland	Europe	E2 passage(s)	1738
KM821354.1	A/Hanoi/EL206/2009	H3N2	2009	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1733
CY110924.2	A/Perth/16-RGcH7-3/2009	H3N1	2009	Homo sapiens	9606	human	Primates				1704
FJ966245.2	A/Victoria/502/2009	H3N2	2009-01-25	Homo sapiens	9606	human	Primates	Australia: Victoria, Melbourne	Oceania		1762
JQ988039.1	A/Moscow/21/2009	H3N2	2009-02-20	Homo sapiens	9606	human	Primates	Russia	Europe		1730
CY173551.1	A/New York/1193/2009	H3N2	2009-03-16	Homo sapiens	9606	human	Primates	USA: Schoharie County, NY	North America	P0 passage(s)	1732
CY062347.1	A/Ghana/N04985/2009	H3N2	2009-04	Homo sapiens	9606	human	Primates	Ghana: Accra	Africa	C1 passage(s)	1701
KP457178.1	A/Perth/16/2009	H3N2	2009-04-07	Homo sapiens	9606	human	Primates	Australia: Western Australia	Oceania		1698
CY072206.1	A/California/VRDL386/2009	H3N2	2009-04-26	Homo sapiens	9606	human	Primates	USA: Alameda	North America	P0 passage(s)	1731
CY050692.1	A/New York/3274/2009	H3N2	2009-04-27	Homo sapiens	9606	human	Primates	USA: Yates County, NY	North America		1708
CY067197.1	A/California/VRDL241/2009	H3N2	2009-04-29	Homo sapiens	9606	human	Primates	USA: Alameda	North America	P0 passage(s)	1732
CY062331.1	A/Djibouti/N04775/2009	H3N2	2009-05	Homo sapiens	9606	human	Primates	Djibouti	Africa	C1 passage(s)	1701
CY062334.1	A/Egypt/N04877/2009	H3N2	2009-05	Homo sapiens	9606	human	Primates	Egypt: Menia	Africa	C1 passage(s)	1701
KP456685.1	A/Colombia/227/2009	H3N2	2009-05-01	Homo sapiens	9606	human	Primates	Colombia	South America		1698
KP458123.1	A/Brisbane/54/2009	H3N2	2009-05-07	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
OP678219.1	A/Bhutan/FLU-BTG-SV0106/2009	H3N2	2009-05-21	Homo sapiens	9606	human	Primates	Bhutan	Asia		1701
MK362633.1	A/swine/Deinstedt/9695/2009	H3N2	2009-05-28	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Deinstedt	Europe		1765
KP459071.1	A/Victoria/209/2009	H3N2	2009-06-02	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
MK362641.1	A/swine/Tetenbuell/9718/2009	H3N2	2009-06-05	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Tetenbuell	Europe		1751
KP456897.1	A/Paraguay/52/2009	H3N2	2009-06-06	Homo sapiens	9606	human	Primates	Paraguay	South America		1698
KP457979.1	A/Suriname/5163/2009	H3N2	2009-06-15	Homo sapiens	9606	human	Primates	Suriname	South America		1698
KP456720.1	A/Argentina/7646/2009	H3N2	2009-06-26	Homo sapiens	9606	human	Primates	Argentina	South America		1698
CY069301.1	A/Dakar/WRAIR0011T/2009	H3N2	2009-06-29	Homo sapiens	9606	human	Primates	Senegal: Dakar	Africa	MDCK2 passage(s)	1729
CY062335.1	A/Egypt/N08906/2009	H3N2	2009-07	Homo sapiens	9606	human	Primates	Egypt: Alexandria	Africa	C1 passage(s)	1701
KP456341.1	A/Sydney/616/2009	H3N2	2009-07-05	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP459209.1	A/Brisbane/100/2009	H3N2	2009-07-10	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
MK362657.1	A/swine/Kevelaer/9939/2009	H3N2	2009-07-18	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Kevelaer	Europe		1765
CY066511.1	A/Australia/18/2009	H3N2	2009-07-21	Homo sapiens	9606	human	Primates	Australia: Castle Hill, New South Wales	Oceania	P0 passage(s)	1717
JN256714.1	A/Hong Kong/H090-727-V1(0)/2009	H3N2	2009-07-21	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
KP458053.1	A/Colombia/7158/2009	H3N2	2009-07-26	Homo sapiens	9606	human	Primates	Colombia	South America		1698
JN256723.1	A/Hong Kong/H090-739-V2(2)/2009	H3N2	2009-07-27	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY093216.1	A/Dakar/WRAIR0013N/2009	H3N2	2009-07-29	Homo sapiens	9606	human	Primates	Senegal: Dakar	Africa	MDCK2 passage(s)	1731
CY115752.1	A/Hong Kong/H090-747-V22/2009	H3N2	2009-07-30	Homo sapiens	9606	human	Primates	Hong Kong	Asia	P0 passage(s)	1738
CY142594.1	A/northern pintail/Interior Alaska/9BM6146R0/2009	H3N8	2009-08-02	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY142730.1	A/mallard/Interior Alaska/9BM10051R0/2009	H3N8	2009-08-15	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
KF501090.1	A/red-crested pochard/Mongolia/463V/2009	H3N1	2009-08-17	Netta rufina	30387	avian	Anseriformes	Mongolia	Asia		1701
HQ734189.1	A/swine/Illinois/53612-2/2009	H3N2	2009-08-20	Sus scrofa	9823	non-human mammal	Artiodactyla	USA	North America		1701
OP623135.1	A/Bangkok/FLU-PMKE0005/2009	H3N2	2009-08-26	Homo sapiens	9606	human	Primates	Thailand: Bangkok	Asia		1701
KP458783.1	A/Morobe/10/2009	H3N2	2009-08-27	Homo sapiens	9606	human	Primates	Papua New Guinea	Oceania		1698
CY062342.1	A/Egypt/N11368/2009	H3N2	2009-10	Homo sapiens	9606	human	Primates	Egypt: Alexandria	Africa	C1 passage(s)	1701
MK362705.1	A/swine/Sendenhorst/10745a/2009	H3N2	2009-10-13	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Sendenhorst	Europe		1765
MK362689.1	A/swine/Warendorf/10669/2009	H3N2	2009-10-16	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Warendorf	Europe		1753
KC859222.2	A/swine/Thailand/PB484/2009	H3N2	2009-11-17	Sus scrofa	9823	non-human mammal	Artiodactyla	Thailand	Asia		1732
CY062351.1	A/Egypt/N13654/2009	H3N2	2009-12	Homo sapiens	9606	human	Primates	Egypt	Africa	C1 passage(s)	1701
JX235376.1	A/canine/Colorado/850078/2009	H3N8	2009-12-31	Canis lupus familiaris	9615	non-human mammal	Carnivora	USA	North America		1695
CY121213.1	A/Iowa/119/2010	H3N2	2010	Homo sapiens	9606	human	Primates	USA: Iowa	North America	Egg passage(s)	1738
KX431187.1	A/Kenya/198/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
KX431188.1	A/Kenya/201/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
KX431189.1	A/Kenya/202/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
KX431190.1	A/Kenya/203/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
KX431192.1	A/Kenya/209/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
KX431193.1	A/Kenya/210/2010	H3N2	2010	Homo sapiens	9606	human	Primates	Kenya	Africa		1718
JX101345.1	A/canine/Liaoning/1585/2010	H3N2	2010-04-06	Canis lupus familiaris	9615	non-human mammal	Carnivora	China	Asia		1701
KM069509.1	A/Singapore/S2010.362b/2010	H3N2	2010-05-12	Homo sapiens	9606	human	Primates	Singapore	Asia		1762
CY100125.1	A/Singapore/TT383/2010	H3N2	2010-06-22	Homo sapiens	9606	human	Primates	Singapore	Asia		1758
JQ396182.1	A/Kenya/80/2010	H3N2	2010-07-16	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
KJ955520.1	A/Ho Chi Minh/589.7/2010	H3N2	2010-07-24	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1732
JQ396183.1	A/Kenya/091/2010	H3N2	2010-08-03	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
KP458485.1	A/Victoria/8/2010	H3N2	2010-08-10	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
KP459169.1	A/Sydney/13/2010	H3N2	2010-08-12	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
CY143983.1	A/mallard/Interior Alaska/10BM12172R0/2010	H3N8	2010-08-13	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY138368.1	A/blue-winged teal/New Brunswick/00599/2010	H3N7	2010-08-15	Spatula discors	75842	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1740
KJ955531.1	A/Ho Chi Minh/660.8/2010	H3N2	2010-08-22	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1732
CY138392.1	A/blue-winged teal/New Brunswick/00766/2010	H3N8	2010-08-25	Spatula discors	75842	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1740
CY138424.1	A/blue-winged teal/New Brunswick/00771/2010	H3N8	2010-08-25	Spatula discors	75842	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1740
LC367466.1	A/duck/Mongolia/646/2010	H3N8	2010-08-29	Anseriformes	8826	avian	Anseriformes	Mongolia	Asia		1750
KM061026.1	A/Mumbai/5460/2010	H3N2	2010-09-02	Homo sapiens	9606	human	Primates	India: Mumbai	Asia		1733
KP458092.1	A/Argentina/27895/2010	H3N2	2010-09-17	Homo sapiens	9606	human	Primates	Argentina	South America		1698
KP456782.1	A/Brisbane/253/2010	H3N2	2010-09-19	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
KP458679.1	A/Brisbane/252/2010	H3N2	2010-09-20	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
